doubt_id,text,topic,urgency
DBT001306,"graph traversal is missing some nodes, whenever you get a chance",Algorithms,Medium
DBT001307,"form submission is not updating the database, just curious please help",WebDev,Low
DBT001308,"hi, graph traversal is missing some nodes, system crashed during the final demo",Algorithms,Critical
DBT001309,constructor is not initializing the parent class fields,OOP_Design,High
DBT001310,"hi, grade for the last assignment has not appeared yet, need help asap",Deadline_Admin,High
DBT001311,"hi, greedy approach fails on this specific test case",Algorithms,Medium
DBT001312,api call returns 404 only in production,WebDev,Medium
DBT001313,"hi, grade for the last assignment has not appeared yet, would like this before the next class",Deadline_Admin,Medium
DBT001314,"hi, submission portal is not accepting my file before the deadline, whenever you get a chance please help",Deadline_Admin,Low
DBT001315,"extension request for the assignment due tonight, need help asap",Deadline_Admin,High
DBT001316,"not sure how to normalize this schema for the project, need to fix this soon",Databases,Medium
DBT001317,"hi, database connection keeps timing out during the demo, would like this before the next class",Databases,Medium
DBT001318,cors error when calling the backend from the frontend,WebDev,Medium
DBT001319,"cors error when calling the backend from the frontend, submission is due in one hour",WebDev,Critical
DBT001320,"database connection keeps timing out during the demo, this is blocking my progress",Databases,High
DBT001321,"not sure which time complexity my solution actually has, need to fix this soon",Algorithms,Medium
DBT001322,"not sure how to normalize this schema for the project, would like this before the next class",Databases,Medium
DBT001323,"hi, foreign key constraint fails on insert please help",Databases,Medium
DBT001324,"submission portal is not accepting my file before the deadline, would like this before the next class",Deadline_Admin,High
DBT001325,graph traversal is missing some nodes,Algorithms,Critical
DBT001326,"hi, while loop condition never becomes false please help",Loops_Recursion,Low
DBT001327,"hi, react component re-renders infinitely, need help asap",WebDev,High
DBT001328,"foreign key constraint fails on insert, would like this before the next class",Databases,Medium
DBT001329,"while loop condition never becomes false, no rush",Loops_Recursion,Low
DBT001330,constructor is not initializing the parent class fields,OOP_Design,Low
DBT001331,"trying to understand tail recursion vs normal recursion, would like this before the next class please help",Loops_Recursion,Medium
DBT001332,"foreign key constraint fails on insert, need to fix this soon please help",Databases,Medium
DBT001333,"api call returns 404 only in production, just curious",WebDev,Low
DBT001334,"hi, query is extremely slow on the test dataset, need help asap",Databases,High
DBT001335,"hi, stack trace points to a line that looks fine to me",Debugging_Errors,Medium
DBT001336,for loop skips the last element,Loops_Recursion,Low
DBT001337,"segmentation fault when i run the test suite, whenever you get a chance",Debugging_Errors,Low
DBT001338,foreign key constraint fails on insert,Databases,Low
DBT001339,"my sql join is returning duplicate rows, system crashed during the final demo",Databases,Critical
DBT001340,database connection keeps timing out during the demo,Databases,Medium
DBT001341,"api call returns 404 only in production, would like this before the next class",WebDev,Medium
DBT001342,"recursion depth exceeded error keeps showing up, would like this before the next class",Loops_Recursion,Medium
DBT001343,"my recursive function never hits the base case, just curious",Loops_Recursion,Low
DBT001344,"for loop skips the last element, whenever you get a chance",Loops_Recursion,Low
DBT001345,"my sql join is returning duplicate rows, whenever you get a chance",Databases,Low
DBT001346,not sure how polymorphism applies to this assignment please help,OOP_Design,Critical
DBT001347,exam is in two hours and autograder is down,Deadline_Admin,High
DBT001348,"hi, git merge conflict i don't know how to resolve, need to fix this soon",Env_Setup,Medium
DBT001349,"cannot install the required package on my laptop, no rush please help",Env_Setup,Low
DBT001350,"graph traversal is missing some nodes, no rush",Algorithms,Low
DBT001351,query is extremely slow on the test dataset,Databases,Low
DBT001352,"database connection keeps timing out during the demo, need to fix this soon",Databases,Medium
DBT001353,"my code throws an error only on the grading server not locally, need to fix this soon please help",Debugging_Errors,Medium
DBT001354,"hi, not sure how to normalize this schema for the project",Databases,Low
DBT001355,"segmentation fault when i run the test suite, autograder is down and deadline is in minutes",Debugging_Errors,Critical
DBT001356,"dynamic programming table is giving wrong values, for future reference",Algorithms,Low
DBT001357,"foreign key constraint fails on insert, deadline is tomorrow",Databases,High
DBT001358,"dynamic programming table is giving wrong values, just curious",Algorithms,Low
DBT001359,"not sure how polymorphism applies to this assignment, deadline is tomorrow",OOP_Design,High
DBT001360,"hi, exam is in two hours and autograder is down, no rush",Deadline_Admin,Low
DBT001361,"hi, loop runs forever and I don't know why, for future reference please help",Loops_Recursion,Low
DBT001362,"confused about when to use inheritance vs composition, deadline is tomorrow",OOP_Design,High
DBT001363,extension request for the assignment due tonight,Deadline_Admin,Low
DBT001364,form submission is not updating the database,WebDev,Low
DBT001365,grade for the last assignment has not appeared yet,Deadline_Admin,Low
DBT001366,"while loop condition never becomes false, autograder is down and deadline is in minutes",Loops_Recursion,Critical
DBT001367,"loop runs forever and I don't know why, for future reference",Loops_Recursion,Low
DBT001368,"confused about when to use inheritance vs composition, this is blocking my progress",OOP_Design,High
DBT001369,"hi, greedy approach fails on this specific test case, need to fix this soon",Algorithms,Medium
DBT001370,"hi, query is extremely slow on the test dataset, for future reference",Databases,Low
DBT001371,"while loop condition never becomes false, need to fix this soon",Loops_Recursion,Medium
DBT001372,index out of bounds error only on the last test case,Debugging_Errors,High
DBT001373,trying to understand tail recursion vs normal recursion,Loops_Recursion,Medium
DBT001374,"recursion depth exceeded error keeps showing up, no rush",Loops_Recursion,Low
DBT001375,"hi, submission portal is not accepting my file before the deadline",Deadline_Admin,Low
DBT001376,"not sure which time complexity my solution actually has, need help asap",Algorithms,High
DBT001377,"submission portal is not accepting my file before the deadline, no rush please help",Deadline_Admin,Low
DBT001378,"hi, react component re-renders infinitely, need help asap",WebDev,High
DBT001379,"cors error when calling the backend from the frontend, for future reference",WebDev,Low
DBT001380,"segmentation fault when i run the test suite, this is blocking my progress",Debugging_Errors,High
DBT001381,"git merge conflict i don't know how to resolve, whenever you get a chance please help",Env_Setup,Low
DBT001382,"my sql join is returning duplicate rows, need to fix this soon",Databases,Medium
DBT001383,"hi, extension request for the assignment due tonight, no rush",Deadline_Admin,Low
DBT001384,"getting a null pointer exception i cannot trace, just curious",Debugging_Errors,Low
DBT001385,"hi, form submission is not updating the database",WebDev,Low
DBT001386,"loop runs forever and I don't know why, whenever you get a chance please help",Loops_Recursion,Low
DBT001387,"hi, api call returns 404 only in production, need to fix this soon",WebDev,Medium
DBT001388,"for loop skips the last element, need to fix this soon",Loops_Recursion,Medium
DBT001389,"hi, foreign key constraint fails on insert",Databases,Medium
